id,steamID,name,price,short_descritiption,genres[],publishers[],release_date
6334,1804290,Circo:Dark Story,0.99,"Circo:Dark Story is a pixel action RPG game.Your goal - discover your past in the Kingdom Ruins and defeat the Emperor of Darkness!",[The RedFox],[Action/Adventure/Indie],14/1/2022
6335,1804390,Key,0.99,"Spend hours having fun exploring this maze that gets bigger and bigger. In Key, with each level won, the maze gets bigger and harder. Dodge spikes and traps, push blocks of ice, find the key and open the door before time runs out.",[Agostta Games],[Adventure/Casual/Indie/Strategy],1/12/2021
6336,1804880,Bot Patrol Playtest,0,"",[],[],30/10/2021
6337,1805040,Implements of Hell,4.99,"Implements of Hell is a first-person psychological horror game. Explore the mysteries, unlock the secrets, and change the outcome in a slow-paced atmospheric, and extremely horrifying experience.",[PsychoRavens],[Action/Adventure/Indie],26/11/2021
6338,1805230,A Distant Stabbing,7.99,"A game designed to upset you. Master bouncing your arrows to see how high you can climb. Ideal for alt-tab gaming while you wait for your next match to start!",[AndyK],[Indie],15/12/2021
6339,1805810,Winter Dream,2.99,"When Caron visits his uncle during his winter vacation, he meets three interesting girls with tragic pasts and a hidden connection to him.",[Conor Hehr],[Casual/Simulation],1/12/2021
6340,1805980,Comixxx Jixxaw,1.99,"Comixxx Jixxaw is a casual game with relaxing atmosphere featuring high quality, hot &amp; sexy girls done in comic book style. Enjoy the classic Jigsaw puzzle gameplay.",[Sinnera],[Casual/Indie],1/12/2021
6341,1806130,我就是要红,5.99,"《我就是要红》是一部都市言情视觉小说，玩家的每个选择都会影响最终的结局。在娱乐圈这个人性黑暗被无限放大的修罗场，看七八线小明星如何一步步逆袭登上娱乐圈的王座。",[闪艺互动],[Casual/RPG/Simulation],23/1/2022
6342,1806200,Scientifically Accurate Dinosaur Mating Simulator 2021,4.24,"It's just another day in the life of a dinosaur college student at Heck Creek University.",[Stegalosaurus Game Development],[Casual/Indie],24/12/2021
6343,1806350,Pharaoh: A New Era Playtest,0,"",[],[],8/12/2021
6344,1806430,Injoku Byoutou,29.99,"ヒロインは新人看護師。 そんなある日、外科部長の性欲処理をさせられてしまう。 その日を境に、本格的に始まる性職務。 外科部長、その知り合い患者…情事を目撃した他の患者。 数々の魔の手がヒロインに迫るッ！",[Far East Studio],[Adventure],20/12/2021
6345,1807370,Maverta City,1.99,"Minimalist, relaxing, motion logic, interactive mind game.",[My Label Game Studio],[Indie],17/11/2021
6346,1807610,Skeleton Scramble Deluxe,2.99,"Skeleton Scramble Deluxe is a fast-paced, head-to-head real-time strategy game. Play as a necromancer, summon an army of relentless skeleton warriors, and frantically build a gauntlet of turrets to hold off your opponent's forces.",[Chris Turd Boomerang Armstrong],[Indie/Strategy],18/3/2022
6347,1807750,封神榜2022,9.99,"This game takes Nezha, Xiaolongnv, Yang Jian and Jiang Taigong as the protagonists. It tells the legendary story of the protagonists going to various places to adventure, and finally to Chaoge City to destroy the three demons and defeat King Zhou.",[FC Maker],[Adventure/Casual/Indie/RPG/Strategy],6/1/2022
6348,1807980,Rhentsu,3.99,"Embark on this adventure in search of a mysterious galactic artifact, full of action and sensual women ❤. Fight different bosses and find out what can happen if this artifact falls into the wrong hands.",[MANGA GAMES STUDIO],[Action/Indie],22/12/2021
6349,1808140,Space Waves,6.99,"Space Waves is a procedurally generated 2D arcade style shooter with multiple collectable power ups and varying enemy types. This game will casually draw you in and then increase the pace and difficulty as you progress through the never ending levels.",[Paul Connor],[Action/Casual],16/11/2021
6350,1808480,Poly Puzzle: Cats,1.99,"Cute, relaxing, polygonal puzzle game with cats.",[Cute Hannah's Games],[Casual/Indie],17/11/2021
6351,1808860,Pizza Man,0.49,"Race against time to deliver your pizzas.",[PROATIV GAMES],[Casual/Indie],5/12/2021
6352,1809160,Scrapvival,0,"Fight off robot hordes with help of your friends or alone as soon as possible build the helicopter and escape that damned and creepy junkyard!",[Pogy Production],[Action/Adventure/Casual/Free to Play/Indie/RPG/Early Access],22/11/2021
6353,1809250,Got reincarnated into a world of RPG full of NPCs…,4.99,"The main character dies in the real world and gets reincarnated as 'Mobuo' in a fantasy world of swords and magic. However, the world only contained NPCs... And when he finds out he can do anything to them...",[WASABI entertainment],[Adventure/Indie],3/3/2022
6354,1809770,Lust for Darkness VR: M Edition,11.99,"Enter the Yelvertons’ Victorian mansion and discover the eldritch reality of Lusst’ghaa - now in a more accessible Virtual Reality cut! Inspired by the works of Lovecraft and Zdzisław Beksiński, this psychological horror guides you through an intriguing plot filled with occult themes.",[Movie Games S.A./Iron VR],[Adventure],18/11/2021
6355,1809860,Mech Arena,5.99,"Mech Arena is an arcade shooter game taking place in an arena and dispatched on several rounds. Kill waves of enemies, upgrade your mech and exploit the ever changing ground of the arena to try to become one of its champions.",[Scarlet Whale],[Action/Indie],11/12/2021
6356,1810000,Kuroi Tsubasa,0,"Meet Kureha Kurono and her friends in this charming visual novel! With the help of the devil Blackwing-chan they'll be able to defeat the evil shadow, right? What was that? It was Blackwing himself who caused this mess? Oh dear.",[Blackwing Gaming],[Free to Play/Indie],4/4/2022
6357,1810020,Mizu,4.99,"A casual rollerblading game. From the hills to the city, Mizu is the rollerblading game you've always wanted. Bomb hills, grind handrails, jump unbelievable gaps and explore the city on inline skates! 8 grinds and 4 grabs to choose from!",[Levi Gideon],[Action/Casual/Sports/Early Access],7/12/2021
6358,1810500,Treasure Girl 3D 2,1.99,"“Treasure Girl 2” is our new game with 2 beautiful naked girls in different poses. With awesome 3D animation!",[Jhinbrush],[Casual/Indie/RPG],22/12/2021
6359,1811520,Bounty Hunters,4.99,"Bounty Hunters is a Third Person Shooter set in a Cyberpunk themed city It uses a Horde/Firefight type game system to throw waves of bad guys at the player, your job is to survive and kill the boss.",[WhiteSquare Game Studio],[Action/Casual/Indie],31/1/2022
6360,1811640,The Choice VR (선택VR),4.99,"DEXTER STUDIOS' 3RD VR WEBTOON! A CONJOINED TWINS, HA-EUN AND YE-EUN, BORN WITH A SHARED HEART! WHO WILL … WIN THE HEART?",[Dexter Studios],[Casual/Indie],30/12/2021
6361,1811750,VELONE,8.49,"VELONE is a creative automation game in which you assemble and program mechanisms to solve logic puzzles. Both relaxing and highly replayable, you save the planet VELONE by creating automated constructs that move and assemble according to your masterplan.",[Daedalic Entertainment],[Indie],21/4/2022
6362,1812130,Hot Hentai Puzzle Vol.2,0.99,"Relaxing puzzle with beautiful women that will keep you in a good mood.",[Milk Game Studio],[Casual/Indie],22/11/2021
6363,1812760,白花 the white flower,0,"最好还是别玩。",[heart-shaped 19],[Adventure/Casual/Free to Play/Indie/RPG],22/12/2021
6364,1812820,Bitburner,0,"Bitburner is a programming-based incremental game. Write scripts in JavaScript to automate gameplay, learn skills, play minigames, solve puzzles, and more in this cyberpunk text-based incremental RPG.",[Fulcrum Games],[Free to Play],10/12/2021
6365,1812970,Immortal Tactics: War of the Eternals,14.99,"Experience a Fast-Paced Roguelite Turn-Based Strategy game with a New Turn-Based System which will need you to plan early on and create strategies that would lead your army to victory. Create an army with different Characters and Leaders to choose from and explore this Roguelite world.",[Kenisoft Game Studio],[Indie/RPG/Simulation/Strategy/Early Access],15/7/2022
6366,1813190,Little Inner Monsters - Card Game,4.99,"Do you know your Little Inner Monsters? These are the different feelings we deal with on a daily basis. Get to know them better and play with them in this card game. Play against the computer or a friend.",[Mens Sana Interactive],[Casual/Indie/Strategy],20/6/2022
6367,1813570,jingor sudoku,1.99,"Jingor Sudoku is to fill the number between 1 and 8 in Jingor face with some numbers in accordance with the following rules into the blank nine grid except the middle grid. rule: each number from 1 to 8 can only appear once on each side or edge. The answer to each Jingor Sudoku is unique",[ZHANG LIDONG],[Casual/Indie/Strategy],3/12/2021
6368,1813650,VR Sweet Heart,6.99,"VR Sweet Heart This is an immersive VR game, completely designed for VR experience. In the game, players can play as a tourist traveling in Japan and discover a trusted custom shop.",[William at Oxford],[Casual],20/2/2022
6369,1813990,Dinosaur Race,9.99,"Dinosaur Race is a runner where you need to escape as far as possible from your dinosaur pursuer. After all, the evil mother does not want to part with her eggs. Earn points and use them to buy different weapons and auxiliary items in the store to facilitate this race for survival.",[SosiskaGames],[Indie],21/12/2021
6370,1814050,7Swordsman,6.99,"A medieval turn-based RPG",[Broken Archer],[Action/Adventure/Indie/RPG/Strategy],27/4/2022
6371,1814100,In Shape 2,3.99,"In this minimalistic arcade game, you have to move and reshape your figure to match the passing figures.",[QuickBobber],[Casual/Indie/Strategy],23/11/2021
6372,1814150,Atomic Cyclecar Racing,9.99,"Atomic Cyclecar Racing is a sci-fi arcade racing game inspired by games like Extreme-G, Beetle Adventure Racing, and F-Zero",[Prime],[Action/Indie/Racing/Sports],30/11/2021
6373,1814170,Lingo,9.99,"Lingo is a first person word puzzle game with a large, abstract world to explore. With its epiphany-driven gameplay and impossible geometry, Lingo provides a unique and nonlinear experience.",[Brenton Wildes],[Adventure],12/12/2021
6374,1815170,Asteroides,0,"it's simple, fast, rocking, without pauses, without life, without time will you save the earth? Asteroides is a 70/80s shooter with realistic physics and a completely three-dimensional environment. Moving, destroying and surviving is complicated in an infinitely finite space.",[bit ManiaX],[Action/Casual/Indie],11/1/2022
6375,1815250,漂流佣兵 Playtest,0,"",[],[],29/4/2022
6376,1815450,The World's Hardest Game 3D 2,2.99,"2nd game of the 3D version of the The World's Hardest Game you play on flash game sites! 30 different, unique and challenging levels are waiting for in this 3D Platformer! Will you be able to see the last level?",[Batuhan Ertan],[Casual/Indie/Strategy],11/12/2021
6377,1815550,TRUFFLE,0,"TRUFFLE is a minimalist maze puzzle game where touching the walls kills you instantly. Test your patience and dexterity in 10 handcrafted levels.",[Vultive Entertainment],[Casual/Indie],7/1/2022
6378,1815580,Gunner Deadly Expedition,12.99,"Gunner Deadly expedition - In this shoot em up + platformer hybrid game, you have to fight hordes of your evil clones who are trying to ruin your vacation. Take your rifle and show who's in charge",[kovalevviktor],[Adventure],5/12/2021
